startDate	Radiant_Team	Radiant_Team_Rating	Radiant_Team_mu	Radiant_Team_phi	Radiant_Team_ratingSevenDaysAgo	Dire_Team	Dire_Team_Rating	Dire_Team_mu	Dire_Team_phi	Dire_Team_ratingSevenDaysAgo	Radiant_win
1660520088.0	Team Spirit	1925.580430253597	2034.486529392592	43.56243965559778	1928.776218551092	PSG.LGD	2049.06700193442	2160.710765467774	44.6575054133415	2052.314993784975	True
1660516439.0	Team Spirit	1925.580430253597	2034.486529392592	43.56243965559778	1928.776218551092	PSG.LGD	2049.06700193442	2160.710765467774	44.6575054133415	2052.314993784975	True
1660510145.0	Team Spirit	1925.580430253597	2034.486529392592	43.56243965559778	1928.776218551092	PSG.LGD	2049.06700193442	2160.710765467774	44.6575054133415	2052.314993784975	True
1660506145.0	PSG.LGD	2049.06700193442	2160.710765467774	44.6575054133415	2052.314993784975	Team Spirit	1925.580430253597	2034.486529392592	43.56243965559778	1928.776218551092	True
1660499174.0	Team Aster	1967.831217135039	2081.681693180079	45.54019041801606	1970.955717338066	Team Spirit	1925.580430253597	2034.486529392592	43.56243965559778	1928.776218551092	False
1660495448.0	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	Team Spirit	1928.776218551092	2034.486529392592	42.284124336599845	1923.552717464708	True
1660489216.0	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	Team Spirit	1928.776218551092	2034.486529392592	42.284124336599845	1923.552717464708	False
1660436589.0	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	False
1660432769.0	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	False
1660428820.0	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	False
1660422523.0	PSG.LGD	2052.314993784975	2160.710765467774	43.358308673119645	2041.495834963369	Team Spirit	1928.776218551092	2034.486529392592	42.284124336599845	1923.552717464708	True
1660418009.0	PSG.LGD	2052.314993784975	2160.710765467774	43.358308673119645	2041.495834963369	Team Spirit	1928.776218551092	2034.486529392592	42.284124336599845	1923.552717464708	True
1660412260.0	beastcoast	1803.3768991102647	1911.7942484092457	43.36693971959221	1796.0706443940817	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	False
1660407409.0	beastcoast	1803.3768991102647	1911.7942484092457	43.36693971959221	1796.0706443940817	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	True
1660403060.0	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	beastcoast	1803.3768991102647	1911.7942484092457	43.36693971959221	1796.0706443940817	True
1660349120.0	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	Entity	1889.787399160804	1991.94751725568	40.86404723795019	1886.75822058688	True
1660345931.0	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	Entity	1889.787399160804	1991.94751725568	40.86404723795019	1886.75822058688	False
1660341921.0	Entity	1889.787399160804	1991.94751725568	40.86404723795019	1886.75822058688	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	False
1660337082.0	beastcoast	1803.3768991102647	1911.7942484092457	43.36693971959221	1796.0706443940817	Outsiders	1927.1055786323857	2072.645140453349	58.21582472838536	1894.5519748378224	True
1660333274.0	beastcoast	1803.3768991102647	1911.7942484092457	43.36693971959221	1796.0706443940817	Outsiders	1927.1055786323857	2072.645140453349	58.21582472838536	1894.5519748378224	True
1660329390.0	beastcoast	1803.3768991102647	1911.7942484092457	43.36693971959221	1796.0706443940817	Outsiders	1927.1055786323857	2072.645140453349	58.21582472838536	1894.5519748378224	False
1660324021.0	Entity	1889.787399160804	1991.94751725568	40.86404723795019	1886.75822058688	BOOM Esports	1891.119957448088	1997.200823923376	42.43234659011525	1891.9890011270247	True
1660320157.0	Entity	1889.787399160804	1991.94751725568	40.86404723795019	1886.75822058688	BOOM Esports	1891.119957448088	1997.200823923376	42.43234659011525	1891.9890011270247	False
1660316452.0	BOOM Esports	1891.119957448088	1997.200823923376	42.43234659011525	1891.9890011270247	Entity	1889.787399160804	1991.94751725568	40.86404723795019	1886.75822058688	False
1660261093.0	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	Team Spirit	1928.776218551092	2034.486529392592	42.284124336599845	1923.552717464708	False
1660257137.0	Team Aster	1970.955717338066	2081.681693180079	44.29039033680515	1964.827526678582	Team Spirit	1928.776218551092	2034.486529392592	42.284124336599845	1923.552717464708	False
1660251372.0	PSG.LGD	2052.314993784975	2160.710765467774	43.358308673119645	2041.495834963369	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	True
1660247483.0	PSG.LGD	2052.314993784975	2160.710765467774	43.358308673119645	2041.495834963369	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	True
1660244079.0	PSG.LGD	2052.314993784975	2160.710765467774	43.358308673119645	2041.495834963369	OG	1951.9509011511905	2055.764555702312	41.52546182044854	1943.7930683566235	False
1660238469.0	beastcoast	1803.3768991102647	1911.7942484092457	43.36693971959221	1796.0706443940817	Fnatic	1832.1623660404505	1943.848651677282	44.67451425473264	1846.9234541260432	True
